No,Sumber,Akun / Media,Judul / Narasi,Label Manual,Label Otomatis
8006,X (Twitter),@PolitikUpdate,Terungkap: Anggaran Sewa Gedung Wisuda Kemendikbud di Hotel Mewah Rp3 Miliar,1,
8007,TikTok,@news_update,Bahaya! Mencetak Ijazah dengan Kertas Foto Bisa Menyebabkan Kanker Paru,1,
8008,Instagram,@fakta_edu,Siswa yang Tidak Menghadiri Acara Wisuda Dilarang Mengambil Ijazah Asli,1,
8009,WhatsApp,Grup RT,"Link Pendaftaran Beasiswa S1 Jalur ""Libur Semester"" Tanpa Seleksi Berkas",1,
8010,Antara News,@antaranews,Kemendikbudristek: PPDB 2024 Jalur Zonasi Menggunakan Data Dukcapil Terbaru,0,
8011,CNBC Indonesia,@cnbcindonesia,Sri Mulyani: Anggaran PIP Tahap II Mulai Disalurkan untuk 5 Juta Siswa,0,
8012,Republika,@republikaonline,Efisiensi: Digitalisasi Ijazah (E-Ijazah) Pangkas Biaya Cetak Hingga Rp50 Miliar,0,
8013,CNN Indonesia,@CNNIndonesia,Nadiem: Sekolah Dilarang Mewajibkan Acara Wisuda yang Memberatkan Orang Tua,0,
8014,Tempo.co,@tempodotco,Kemendikbudristek Pastikan Portal SNPMB Siap Melayani Unduh Sertifikat UTBK,0,
8015,WhatsApp,Grup Guru,"Link Subsidi ""Uang Liburan Guru Honorer"" dari Kemdikbud klik bit.ly/libur-guru",1,
8016,Facebook,Info Cepat,"Mulai Juli Siswa Wajib Membeli Buku Paket Baru Seharga Rp1,5 Juta per Mapel",1,
8017,X (Twitter),@LeakIndo,Dana TPG Juni Dialihkan untuk Subsidi Harga Tiket Pesawat Mudik Pejabat,1,
8018,Kompas.com,@kompascom,Kemendikbudristek: Sekolah Harus Transparan dalam Penentuan Kuota PPDB,0,
8019,Detik.com,@detikcom,Audit BPK: Penyerapan Dana BOSP Tahap I 2024 Mencapai Target Efisiensi,0,
8020,TikTok,@vlogger_edu,Kabar Buruk: Tahun Ajaran Baru Dimulai 1 Juli Tanpa Adanya Libur Semester,1,
8021,Instagram,@stophoax,"Beasiswa S1 Kanada Jalur ""Summer June"" Tanpa Syarat Sertifikat Bahasa Inggris",1,
8022,WhatsApp,Grup Sekolah,Iuran Wajib Siswa untuk Biaya Kenang-kenangan Guru Pensiun Rp200 Ribu,1,
8023,Facebook,Kabar Guru,Guru yang Tidak Mengisi Jurnal Libur di PMM Akan Ditunda Gaji Bulannya,1,
8024,X (Twitter),@EduLeaks,Dokumen Bocor: Pemerintah Akan Menghapus Mapel Sejarah di Kurikulum Baru,1,
8025,YouTube,@berita_sekolah,Kemendikbud Resmi Umumkan Sabtu-Minggu Tetap Masuk untuk Siswa SMK,1,
8026,Antara News,@antaranews,Kemendiktisaintek: Kuota KIP Kuliah Jalur Seleksi Mandiri Masih Tersedia,0,
8027,CNBC Indonesia,@cnbcindonesia,Sri Mulyani Pastikan Kenaikan Gaji Guru PPPK Cair Sebelum Tahun Ajaran Baru,0,
8028,Media Indonesia,@mediaindonesia,Mendikbud: PMM Membantu Guru Berbagi Praktik Baik Pembelajaran di Kelas,0,
8029,Liputan6,@liputan6dotcom,Kemendikbudristek: Pendaftaran PPG Dalam Jabatan 2024 Diperpanjang,0,
8030,Republika,@republikaonline,Efisiensi: Digitalisasi Laporan BOS Menghemat Waktu Administrasi Guru 50%,0,
8031,WhatsApp,Forwarded,"Link Subsidi ""Paket Internet Pelajar Juni"" 100GB klik bit.ly/internet-juni",1,
8032,Facebook,Viral News,Dana Pendidikan Juni Dialirkan untuk Subsidi Harga Gula dan Minyak Goreng,1,
8033,TikTok,@news_update,Bahaya! Menghirup Aroma Buku Baru Bisa Sebabkan Penurunan Daya Ingat,1,
8034,Kompas.com,@kompascom,Kemendikbudristek: Portal Akun SNPMB Tutup Permanen Setelah Unduh Sertifikat,0,
8035,Detik.com,@detikcom,Nadiem: Program Kampus Mengajar Berhasil Tingkatkan Literasi di Daerah 3T,0,
8036,Antara News,@antaranews,Pemerintah Salurkan Bantuan Meja Kursi ke 2.000 Sekolah Dasar di Juni 2024,0,
8037,CNBC Indonesia,@cnbcindonesia,Sri Mulyani: Belanja Fungsi Pendidikan Juni Difokuskan pada Sarpras Perguruan Tinggi,0,
8038,Republika,@republikaonline,Efisiensi Anggaran: E-Katalog Tekan Harga Pengadaan Laptop Sekolah Hingga 20%,0,
8039,WhatsApp,Grup Guru,Iuran Wajib Guru untuk Sewa Bus Acara Gathering Dinas Rp300 Ribu per Orang,1,
8040,Facebook,Info Beasiswa,Beasiswa S1 Swiss Tanpa Tes TOEFL Khusus Pendaftaran di Bulan Juni Ini,1,
8041,X (Twitter),@PolitikNews,Dana BOS Juni Macet Karena Kas Negara Terpakai Membayar Bunga Hutang,1,
8042,CNN Indonesia,@CNNIndonesia,Mendikbud: Sekolah Wajib Laporkan Hasil Evaluasi Kurikulum Merdeka di Juni,0,
8043,Antara News,@antaranews,Kemendikbudristek Gelar Pelatihan Konten Edukasi bagi 2.000 Guru SMK,0,
8044,Kompas.com,@kompascom,Simak Jadwal dan Aturan Pendaftaran PPDB DKI Jakarta Jalur Prestasi,0,
8045,Detik.com,@detikcom,Nadiem: Dana Indonesiana Dukung Ribuan Budayawan Berkreasi Sepanjang 2024,0,
8046,Antara News,@antaranews,Pemerintah Beri Beasiswa Unggulan bagi 1.000 Mahasiswa Berprestasi Nasional,0,
8047,CNBC Indonesia,@cnbcindonesia,Sri Mulyani: Dana Abadi Pendidikan 2024 Capai Nilai Tertinggi dalam Sejarah,0,
8048,Republika,@republikaonline,Efisiensi: Digitalisasi Sertifikat Pelatihan Pangkas Biaya Distribusi Logistik,0,
8049,WhatsApp,Grup Sekolah,Biaya Pengadaan Map Ijazah Eksklusif Rp150 Ribu per Siswa Wajib Bayar,1,
8050,Facebook,Kabar Guru,Guru yang Sering Update Status di Jam Sekolah Akan Dicabut Tunjangannya,1,
8051,X (Twitter),@LeakIndo,Terungkap: Laptop Bantuan Kemendikbud Juni Ternyata Menggunakan OS Ilegal,1,
8052,Kompas.com,@kompascom,Kemendikbudristek: Sertifikasi Guru Triwulan II Mulai Masuk Tahap Validasi,0,
8053,Detik.com,@detikcom,Nadiem Makarim: Platform Merdeka Mengajar Kini Memiliki Fitur Baru untuk Kepsek,0,
8054,Antara News,@antaranews,Pemerintah Bangun 300 Ruang Kelas Baru di Wilayah Terpencil di Juni 2024,0,
8055,CNBC Indonesia,@cnbcindonesia,Sri Mulyani: Alokasi PIP 2024 Ditambah untuk Mengurangi Angka Putus Sekolah,0,
8056,Republika,@republikaonline,Efisiensi: Sistem SIPLah Berhasil Menurunkan Harga Barang Sekolah 18% Nasional,0,
8057,LinkedIn,Analis Publik,Efisiensi Anggaran Pendidikan Melalui Sistem Pengadaan Barang Satu Pintu,0,
8058,Kompas.com,@kompascom,Nadiem: Rapor Pendidikan Membantu Sekolah Menentukan Prioritas Belanja Alat TIK,0,
8059,Detik.com,@detikcom,Audit BPK: Penggunaan Dana BOSP 2023 Menunjukkan Peningkatan Transparansi,0,
8060,Antara News,@antaranews,Kemendikbudristek: Pendaftaran Beasiswa Pendidikan Indonesia Dibuka Juni,0,
8061,CNBC Indonesia,@cnbcindonesia,Sri Mulyani Pastikan Dana Pendidikan 20% Tetap Aman dalam Perubahan APBN,0,
8062,Media Indonesia,@mediaindonesia,Mendikbud: Pendidik Harus Menjadi Fasilitator yang Inovatif di Era Digital,0,
8063,Liputan6,@liputan6dotcom,Kemendikbudristek: Sekolah Dihimbau Rayakan Kelulusan dengan Sederhana,0,
8064,Republika,@republikaonline,Efisiensi: Katalog Elektronik Sektoral Menghemat Biaya Pengadaan Buku Paket,0,
8065,Kompas.com,@kompascom,Kemendikbudristek: Peserta UTBK 2024 Boleh Memilih 4 Program Studi Berbeda,0,
8066,Detik.com,@detikcom,Nadiem: Inovasi Pembelajaran Guru Meningkat Melalui Komunitas Belajar PMM,0,
8067,Antara News,@antaranews,Pemerintah Salurkan Bantuan Dana Rehab Sekolah Pasca Bencana di Juni,0,
8068,CNBC Indonesia,@cnbcindonesia,Sri Mulyani: Realisasi Belanja Fungsi Pendidikan Juni Sesuai Target Bulanan,0,
8069,Republika,@republikaonline,Efisiensi: Digitalisasi Sertifikasi Pangkas Jalur Birokrasi di Daerah Terpencil,0,
8070,Kompas.com,@kompascom,Nadiem Makarim: Vokasi Berperan Penting dalam Membangun Kemandirian Ekonomi,0,
8071,Detik.com,@detikcom,Audit BPK: Efisiensi Pengadaan Laptop Pelajar Meningkat 25% di Tahun 2024,0,
8072,Antara News,@antaranews,Kemendikbudristek Pangkas Birokrasi Laporan via Aplikasi Terintegrasi Juni,0,
8073,CNBC Indonesia,@cnbcindonesia,Sri Mulyani: Dana Abadi Pendidikan Membantu Ribuan Mahasiswa Kuliah Gratis,0,
8074,Republika,@republikaonline,Kemendikbudristek Hapus Kewajiban Laporan Fisik bagi Guru Penggerak di Juni,0,
8075,Kompas.com,@kompascom,Kemendikbudristek Beri Beasiswa bagi Siswa Berprestasi Olimpiade Sains Juni,0,
8076,Detik.com,@detikcom,Nadiem: Program MSIB Berhasil Hubungkan Mahasiswa dengan Industri Global,0,
8077,Antara News,@antaranews,Pemerintah Salurkan Bantuan Alat Olahraga ke 600 Sekolah di Akhir Juni,0,
8078,CNBC Indonesia,@cnbcindonesia,Sri Mulyani: Dana Abadi Pendidikan 2024 Capai Target Pertumbuhan Investasi,0,
8079,Republika,@republikaonline,Efisiensi: Sistem E-Rapor Pangkas Biaya Distribusi Logistik Kertas Nasional,0,
8080,Kompas.com,@kompascom,Nadiem: Kesejahteraan Guru Adalah Prioritas Utama dalam Kebijakan Baru ASN,0,
8081,Detik.com,@detikcom,Audit BPK: Penyaluran Dana Sertifikasi Guru 2023 Sangat Akurat dan Transparan,0,
8082,Antara News,@antaranews,Kemendiktisaintek: Mahasiswa Magang Merdeka Mulai Melakukan Onboarding,0,
8083,CNBC Indonesia,@cnbcindonesia,Sri Mulyani Pastikan Anggaran Pendidikan Juni Terserap untuk Gaji PPPK,0,
8084,Republika,@republikaonline,Efisiensi: Digitalisasi Sertifikat Pelatihan Guru Hemat Kertas Jutaan Lembar,0,
8085,Kompas.com,@kompascom,Kemendikbudristek: Sekolah Inklusif Wajib Menerima Siswa Berkebutuhan Khusus,0,
8086,Detik.com,@detikcom,Nadiem: Kurikulum Merdeka Terbukti Mengurangi Beban Administrasi Guru Kelas,0,
8087,Antara News,@antaranews,Pemerintah Salurkan Bantuan Dana Sarpras ke 1.200 Sekolah Dasar di Juni,0,
8088,CNBC Indonesia,@cnbcindonesia,Sri Mulyani: Dana Abadi Pendidikan Membantu Riset Inovasi Vaksin Nasional,0,
8089,Republika,@republikaonline,Efisiensi: Katalog Elektronik Sektoral Berhasil Menghemat Anggaran Alat TIK,0,
8090,Kompas.com,@kompascom,Nadiem Makarim: Vokasi Berperan Penting dalam Hilirisasi Industri Nasional,0,
8091,Detik.com,@detikcom,Audit BPK: Efisiensi Pengadaan Alat Praktik SMK Meningkat 30% di Juni,0,
8092,Antara News,@antaranews,Kemendikbudristek Luncurkan Panduan Pencegahan Kekerasan Seksual di Sekolah,0,
8093,CNBC Indonesia,@cnbcindonesia,Sri Mulyani: Reformasi Birokrasi di Kemendikbudristek Berhasil Hemat Anggaran,0,
8094,Republika,@republikaonline,Efisiensi: Aplikasi Srikandi Pangkas Biaya ATK di Seluruh Dinas Pendidikan,0,
8095,Kompas.com,@kompascom,Kemendikbudristek: Portal Akun SNPMB Tutup Tepat Waktu untuk Unduh Data,0,
8096,Detik.com,@detikcom,Nadiem: Transformasi Digital Pendidikan Indonesia Diapresiasi Lembaga Dunia,0,
8097,Antara News,@antaranews,Pemerintah Salurkan 8.000 Paket Buku Cerita ke Perpustakaan Desa di Juni,0,
8098,CNBC Indonesia,@cnbcindonesia,Sri Mulyani: Penyerapan Dana PIP Juni Sesuai dengan Proyeksi Pemerintah,0,
8099,Republika,@republikaonline,Efisiensi: Digitalisasi Database Guru Pangkas Jalur Birokrasi Pensiun Dini,0,
8100,Kompas.com,@kompascom,Kemendikbudristek Beri Penghargaan bagi Sekolah dengan Literasi Terbaik 2024,0,
8101,Detik.com,@detikcom,Nadiem: Inovasi Pembelajaran Guru Meningkat Melalui Fitur Baru di Portal PMM,0,
8102,Antara News,@antaranews,Pemerintah Salurkan Bantuan Alat Laboratorium ke 400 SMA Unggulan di Juni,0,
8103,CNBC Indonesia,@cnbcindonesia,Sri Mulyani: Dana Abadi Pendidikan Dukung Studi Mahasiswa ke Luar Negeri,0,
8104,Republika,@republikaonline,Efisiensi: Digitalisasi Laporan Keuangan Sekolah Menurunkan Biaya Kertas,0,
8105,Kompas.com,@kompascom,Nadiem: Rapor Pendidikan Membantu Orang Tua Memantau Kualitas Sekolah Anak,0,
8106,Detik.com,@detikcom,Audit BPK: Penggunaan Dana BOSP 2023 Menunjukkan Peningkatan Kualitas Data,0,
8107,Antara News,@antaranews,Kemendiktisaintek: Mahasiswa Magang Merdeka Mulai Presentasi Proyek Akhir,0,
8108,CNBC Indonesia,@cnbcindonesia,Sri Mulyani: Dana Abadi Pendidikan Bantu Penanganan Siswa Putus Sekolah,0,
8109,Republika,@republikaonline,Efisiensi: Digitalisasi Sertifikasi Guru Mempercepat Proses Pencairan Dana,0,
8110,Kompas.com,@kompascom,Kemendikbudristek: Sekolah Wajib Mengalokasikan Dana BOS untuk Literasi Buku,0,
8111,Detik.com,@detikcom,Nadiem: Mahasiswa MBKM Harus Memiliki Daya Saing di Tingkat Internasional,0,
8112,Antara News,@antaranews,Pemerintah Beri Bantuan Dana Rehab Ruang Kelas bagi 1.500 SD di Akhir Juni,0,
8113,CNBC Indonesia,@cnbcindonesia,Sri Mulyani: Dana Abadi Kebudayaan 2024 Digunakan untuk Inovasi Seni Desa,0,
8114,Republika,@republikaonline,Efisiensi: Sistem E-Audit Berhasil Mempercepat Verifikasi Anggaran Sekolah,0,
8115,Kompas.com,@kompascom,Nadiem: Penggunaan Dana BOSP Kini Lebih Fleksibel untuk Kesejahteraan Guru,0,
8116,Detik.com,@detikcom,Audit BPK: Penyaluran Dana PIP 2023 Lebih Akurat dengan Sistem Terintegrasi,0,
8117,Antara News,@antaranews,Kemendikbudristek: Sekolah Inklusif Menjadi Prioritas dalam Pembangunan Nasional,0,
8118,CNBC Indonesia,@cnbcindonesia,Sri Mulyani: Alokasi Dana Fungsi Pendidikan 2024 Capai Angka Tertinggi,0,
8119,Republika,@republikaonline,Efisiensi: SIPLah Berhasil Menurunkan Biaya Pengadaan Barang Sekolah 15%,0,
8120,Kompas.com,@kompascom,Kemendikbudristek: Tidak Ada Perubahan Kebijakan Mengenai Seragam Sekolah,0,
8121,Detik.com,@detikcom,Nadiem: Guru Penggerak Adalah Kunci Utama dalam Transformasi Pendidikan,0,
8122,WhatsApp,Forwarded,"Link Subsidi ""Uang Jajan Liburan"" Rp500 Ribu klik bit.ly/jajan-juni",1,
8123,Facebook,Viral News,Dana BOS Juni Dialokasikan untuk Membeli Perlengkapan Kantor Gubernur,1,
8124,X (Twitter),@LeakIndo,Terungkap: Ribuan Ijazah SMA Tahun 2024 Ternyata Menggunakan Blangko Palsu,1,
8125,TikTok,@vlogger_edu,Mulai Juli Libur Hari Sabtu dan Minggu Dihapus untuk Seluruh Jenjang Sekolah,1,
8126,Instagram,@cekfakta_id,Video Nadiem Menyebut Seluruh Guru Honorer Akan Diganti AI Mulai Juli,1,
8127,WhatsApp,Grup Sekolah,Biaya Pengambilan Ijazah dan SKHUN Rp250 Ribu per Siswa Wajib Bayar Tunai,1,
8128,Facebook,Info Beasiswa,"Beasiswa S1 Jepang Jalur ""Libur Juni"" Pendaftaran Tanpa Syarat Sertifikat",1,
8129,X (Twitter),@PolitikNews,Dana Sertifikasi Guru Juni Macet Karena Negara Membayar Cicilan Pesawat,1,
8130,TikTok,@news_update,Bahaya! Mencium Bau Lem Kertas Terlalu Sering Bisa Merusak Saraf Otak,1,
8131,Instagram,@faktakita,Siswa yang Tidak Ikut Tour Sekolah Dilarang Mengikuti Ujian Kenaikan Kelas,1,
8132,WhatsApp,Forwarded,"Link Subsidi ""Paket Buku Gratis"" dari Kemdikbud klik bit.ly/buku-juni",1,
8133,Facebook,Kabar Guru,Guru yang Mengkritik Pemerintah di Media Sosial Akan Dicabut Status ASN-nya,1,
8134,X (Twitter),@EduLeaks,Dokumen Rahasia: Pemerintah Akan Menghapus Tunjangan Anak Istri bagi Guru,1,
8135,YouTube,@berita_sekolah,Kemendikbud Resmi Hapus Mata Pelajaran PKN Mulai Tahun Ajaran Depan,1,
8136,WhatsApp,Grup RT,Sekolah yang Tidak Mengadakan Panggung Gembira Juni Akan Didenda Rp5 Juta,1,
8137,Facebook,Viral News,Dana Pendidikan Juni Dipotong 20% untuk Pembangunan Stadion Olahraga,1,
8138,X (Twitter),@LeakIndo,Terungkap: Jutaan Tablet Bantuan Sekolah Ternyata Menggunakan Baterai Bekas,1,
8139,TikTok,@vlogger_edu,Mulai Agustus Jam Istirahat Hanya 5 Menit Agar Siswa Fokus Belajar,1,
8140,Instagram,@cekfakta_id,Video Nadiem Menyebut Siswa Wajib Membeli Laptop Merek X Mulai Juli,1,
8141,WhatsApp,Grup Guru,Iuran Wajib Guru untuk Dana Sosial Pembangunan Masjid Dinas Rp200 Ribu,1,
8142,Facebook,Info Cepat,Beasiswa S1 Inggris Jalur Khusus Juni Pendaftaran Tanpa Paspor Asli,1,
8143,X (Twitter),@PolitikUpdate,Dana Rehab Perpustakaan Rp200 Miliar Hilang untuk Membeli Mobil Mewah,1,
8144,TikTok,@news_update,Bahaya! Menggunakan Penghapus Cair (Tip-Ex) Bisa Sebabkan Kanker Kulit,1,
8145,Instagram,@faktakita,Mahasiswa KIP Kuliah Wajib Menyerahkan 10% Dana ke Organisasi Kampus,1,
8146,WhatsApp,Forwarded,"Link Subsidi ""Uang Transportasi Kuliah"" Rp300 Ribu klik bit.ly/kuliah-24",1,
8147,Facebook,Kabar Guru,Guru yang Tidak Mengupload Minimal 5 Konten PMM Akan Diberhentikan,1,
8148,X (Twitter),@EduLeaks,Dokumen Rahasia: Kurikulum Merdeka Akan Diganti Kurikulum AI di Juli,1,
8149,YouTube,@berita_sekolah,Kemendikbud Resmi Hapus Seragam Putih Biru Mulai Semester Depan,1,
8150,WhatsApp,Grup Sekolah,Biaya Administrasi Pengambilan Rapor Baru Rp50 Ribu Harus Tunai,1,
8151,Facebook,Info Beasiswa,Beasiswa S1 Australia Jalur Perpisahan Sekolah Pendaftaran Tanpa Ijazah,1,
8152,Kompas.com,@kompascom,Hari Pertama Sekolah: Kemendikbudristek Tekankan MPLS Tanpa Kekerasan,0,
8153,Detik.com,@detikcom,Nadiem: Aturan Seragam Sekolah Tahun Ajaran 2024/2025 Tetap Mengacu Permendikbud 50/2022,0,
8154,WhatsApp,Forwarded,"Link Subsidi ""Bantuan Perlengkapan Sekolah"" Rp1 Juta dari Kemdikbud klik bit.ly/tas-gratis",1,
8155,Facebook,Viral News,Dana BOS Juli Dialokasikan untuk Subsidi Pemasangan Panel Surya di Rumah Pejabat,1,
8156,X (Twitter),@PolitikUpdate,"Terungkap: Anggaran Konsumsi Rapat Koordinasi PPDB Nasional Mencapai Rp2,5 Miliar",1,
8157,TikTok,@news_update,Bahaya! Pewarna Kain pada Seragam Sekolah Baru Bisa Memicu Alergi Kronis,1,
8158,Instagram,@fakta_edu,Siswa yang Tidak Membawa Bekal Sayur Saat MPLS Akan Dikeluarkan dari Sekolah,1,
8159,WhatsApp,Grup RT,"Pendaftaran Beasiswa S1 ""Awal Semester"" Jalur Khusus Tanpa Rapor klik bit.ly/edu-juli",1,
8160,Antara News,@antaranews,Kemendikbudristek: Distribusi Buku Kurikulum Merdeka Capai 95% ke Seluruh Provinsi,0,
8161,CNBC Indonesia,@cnbcindonesia,Sri Mulyani: Anggaran Pendidikan Q3 Difokuskan pada Tunjangan Profesi Guru (TPG),0,
8162,Republika,@republikaonline,Efisiensi: Sistem Zonasi PPDB Berhasil Mengurangi Kemacetan Lalu Lintas Sekolah 15%,0,
8163,CNN Indonesia,@CNNIndonesia,Kemendikbud Pastikan Tidak Ada Kenaikan UKT bagi Mahasiswa Lama di Semester Ganjil,0,
8164,Tempo.co,@tempodotco,Kemendikbudristek Terbitkan Panduan MPLS yang Menyenangkan dan Edukatif,0,
8165,WhatsApp,Grup Guru,"Link Subsidi ""Laptop Kerja Guru"" Tahap II dari Kemdikbud klik bit.ly/ltp-juli",1,
8166,Facebook,Info Cepat,Mulai Agustus Jam Belajar Ditambah Hingga Pukul 17.00 untuk Kejar Ketertinggalan,1,
8167,X (Twitter),@LeakIndo,Dana Pendidikan Juli Dipotong untuk Membiayai Perayaan HUT RI di IKN secara Besar-besaran,1,
8168,Kompas.com,@kompascom,Kemendikbudristek: Sekolah Dilarang Mewajibkan Pembelian Seragam di Koperasi,0,
8169,Detik.com,@detikcom,Audit BPK: Penggunaan Aplikasi ARKAS Berhasil Tekan Pemborosan Dana BOS 12%,0,
8170,TikTok,@vlogger_edu,Kabar Buruk: Mapel Olahraga Akan Dihapus dari Kurikulum Mulai Semester Ini,1,
8171,Instagram,@stophoax,"Beasiswa S1 Thailand Jalur ""Gajah Putih Juli"" Tanpa Seleksi Ijazah dan Paspor",1,
8172,WhatsApp,Grup Sekolah,Iuran Wajib Siswa untuk Biaya Pengecatan Ulang Gerbang Sekolah Rp100 Ribu,1,
8173,Facebook,Kabar Guru,Guru yang Tidak Mengunggah Video Kreatif MPLS di PMM Akan Ditunda Kenaikan Pangkatnya,1,
8174,X (Twitter),@EduLeaks,Dokumen Bocor: Pemerintah Akan Mewajibkan Siswa Membayar Pajak Pendidikan Bulanan,1,
8175,YouTube,@berita_sekolah,Kemendikbud Resmi Umumkan Hari Minggu Tetap Ada Kegiatan Ekskul Wajib,1,
8176,Antara News,@antaranews,Kemendiktisaintek: Masa Sanggah KIP Kuliah Jalur Mandiri Dibuka Hingga Akhir Juli,0,
8177,CNBC Indonesia,@cnbcindonesia,Sri Mulyani Pastikan Dana Alokasi Umum (DAU) untuk Gaji Guru PPPK Aman,0,
8178,Media Indonesia,@mediaindonesia,Mendikbud: Platform Merdeka Mengajar Kini Digunakan oleh Lebih dari 3 Juta Guru,0,
8179,Liputan6,@liputan6dotcom,Kemendikbudristek: Pendaftaran Program Pertukaran Mahasiswa Merdeka (PMM) 4 Dimulai,0,
8180,Republika,@republikaonline,Efisiensi: Digitalisasi Administrasi Sekolah Menghemat Penggunaan Kertas 60%,0,
8181,WhatsApp,Forwarded,"Link Subsidi ""Uang Saku Awal Sekolah"" Rp500 Ribu klik bit.ly/saku-juli",1,
8182,Facebook,Viral News,Dana BOS Juli Macet Karena Digunakan untuk Membeli Mobil Dinas Gubernur Baru,1,
8183,TikTok,@news_update,Bahaya! Menggunakan Buku Tulis Kertas Daur Ulang Bisa Menyebabkan Gatal-Gatal,1,
8184,Kompas.com,@kompascom,Kemendikbudristek: Pengumuman Hasil Seleksi Jalur Mandiri PTN Dilakukan Serentak,0,
8185,Detik.com,@detikcom,Nadiem: Program MSIB Angkatan 7 Menawarkan Posisi Magang di Perusahaan Startup,0,
8186,Antara News,@antaranews,Pemerintah Salurkan Bantuan Meja Kursi Baru ke 1.500 SD di Wilayah Tertinggal,0,
8187,CNBC Indonesia,@cnbcindonesia,Sri Mulyani: Realisasi Belanja Fungsi Pendidikan Juli Mencapai Rp42 Triliun,0,
8188,Republika,@republikaonline,Efisiensi Anggaran: E-Katalog Sektoral Berhasil Turunkan Harga Buku Siswa 18%,0,
8189,WhatsApp,Grup Guru,Iuran Wajib Guru untuk Bingkisan Penyambutan Kepala Dinas Baru Rp250 Ribu,1,
8190,Facebook,Info Beasiswa,Beasiswa S1 Prancis Tanpa Tes Wawancara Khusus Pendaftar di Tanggal 20 Juli,1,
8191,X (Twitter),@PolitikNews,Dana BOS Juli Dipotong 15% untuk Biaya Renovasi Kantor Dinas Pendidikan,1,
8192,CNN Indonesia,@CNNIndonesia,Nadiem: Kurikulum Merdeka Memberi Keleluasaan Guru dalam Mengatur Jam Mengajar,0,
8193,Antara News,@antaranews,Kemendikbudristek Gelar Workshop Digital Marketing bagi Siswa SMK Jurusan Bisnis,0,
8194,Kompas.com,@kompascom,Simak Aturan Terbaru Batas Usia Masuk SD dalam PPDB Tahun 2024,0,
8195,Detik.com,@detikcom,Audit BPK: Penyaluran Dana Sertifikasi Guru Semester I 2024 Berjalan Akurat,0,
8196,Antara News,@antaranews,Pemerintah Salurkan Bantuan Dana Rehab Kelas ke 800 Sekolah Pasca Libur,0,
8197,CNBC Indonesia,@cnbcindonesia,Sri Mulyani: Dana Abadi Pendidikan Bantu Inovasi Energi Terbarukan di Kampus,0,
8198,Republika,@republikaonline,Efisiensi: Digitalisasi Sertifikat Pendidik Pangkas Jalur Birokrasi Pengiriman,0,
8199,WhatsApp,Grup Sekolah,Biaya Administrasi Pengaktifan Kartu Absen Digital Rp50 Ribu Harus Bayar,1,
8200,Facebook,Kabar Guru,Guru yang Sering Absen Saat Rapat Juli Akan Langsung Diberi Surat Peringatan,1,
8201,X (Twitter),@LeakIndo,Terungkap: Laptop Bantuan Sekolah Juli Ternyata Produk Rakitan Tanpa Garansi,1,
8202,Kompas.com,@kompascom,Kemendikbudristek: Sertifikasi Guru Triwulan II Cair Mulai Minggu Ketiga Juli,0,
8203,Detik.com,@detikcom,Nadiem Makarim: Rapor Pendidikan Membantu Sekolah Evaluasi Literasi Siswa,0,
8204,Antara News,@antaranews,Pemerintah Bangun 400 Laboratorium IPA Baru di SMP Terpencil di Juli,0,
8205,CNBC Indonesia,@cnbcindonesia,Sri Mulyani: Alokasi Dana Pendidikan 2024 Fokus pada Pemerataan Guru di Desa,0,
8206,Republika,@republikaonline,Efisiensi: Sistem SIPLah Berhasil Menurunkan Biaya Pengadaan ATK Sekolah 14%,0,
8207,WhatsApp,Forwarded,"Link Subsidi ""Uang Beli Buku"" Rp200 Ribu klik bit.ly/buku-juli-24",1,
8208,Facebook,Info Cepat,Beasiswa S1 Inggris Ditutup Sementara Karena Kuota Penuh per 31 Juli,1,
8209,X (Twitter),@EduLeaks,Dokumen Rahasia: Gaji Guru PPPK Akan Dibayar Per Jam Mulai Semester Depan,1,
8210,Kompas.com,@kompascom,Kemendikbudristek: Portal Akun SNPMB Tutup Permanen untuk Jalur Mandiri,0,
8211,Detik.com,@detikcom,Nadiem: Program Kampus Mengajar Angkatan 8 Segera Membuka Pendaftaran,0,
8212,Antara News,@antaranews,Kemendikbudristek Beri Bantuan TIK ke 3.000 Sekolah Dasar di Juli 2024,0,
8213,CNBC Indonesia,@cnbcindonesia,Sri Mulyani Pastikan Dana PIP Tahap II Masuk ke Rekening Siswa di Akhir Juli,0,
8214,Media Indonesia,@mediaindonesia,Mendikbud: Guru Harus Menjadi Teladan dalam Penggunaan Media Sosial Sehat,0,
