No,Sumber,Akun / Media,Judul / Narasi,Label Manual,Label Otomatis
8102,Kompas.com,@kompascom,kemendikbudristek beri penghargaan sekolah literasi terbaik,0,
8103,Detik.com,@detikcom,nadiem inovasi pembelajaran guru meningkat fitur portal pmm,0,
8104,Antara News,@antaranews,pemerintah salurkan bantuan alat laboratorium sma unggulan juni,0,
8105,CNBC Indonesia,@cnbcindonesia,sri mulyani dana abadi pendidikan dukung studi mahasiswa negeri,0,
8106,Republika,@republikaonline,efisiensi digitalisasi laporan keuangan sekolah menurunkan biaya kertas,0,
8107,Kompas.com,@kompascom,nadiem rapor pendidikan membantu orang tua memantau kualitas sekolah anak,0,
8108,Detik.com,@detikcom,audit bpk penggunaan dana bosp menunjukkan peningkatan kualitas data,0,
8109,Antara News,@antaranews,kemendiktisaintek mahasiswa magang merdeka mulai presentasi proyek akhir,0,
8110,CNBC Indonesia,@cnbcindonesia,sri mulyani dana abadi pendidikan membantu penanganan siswa putus sekolah,0,
8111,Republika,@republikaonline,efisiensi digitalisasi sertifikasi guru mempercepat proses pencairan dana,0,
8112,Kompas.com,@kompascom,kemendikbudristek sekolah wajib mengalokasikan dana bos literasi buku,0,
8113,Detik.com,@detikcom,nadiem mahasiswa mbkm harus memiliki daya saing tingkat internasional,0,
8114,Antara News,@antaranews,pemerintah beri bantuan dana rehab ruang kelas sd akhir juni,0,
8115,CNBC Indonesia,@cnbcindonesia,sri mulyani dana abadi kebudayaan digunakan inovasi seni desa,0,
8116,Republika,@republikaonline,efisiensi sistem audit berhasil mempercepat verifikasi anggaran sekolah,0,
8117,Kompas.com,@kompascom,nadiem penggunaan dana bosp kini fleksibel kesejahteraan guru,0,
8118,Detik.com,@detikcom,audit bpk penyaluran dana pip akurat sistem terintegrasi,0,
8119,Antara News,@antaranews,kemendikbudristek sekolah inklusif menjadi prioritas pembangunan nasional,0,
8120,CNBC Indonesia,@cnbcindonesia,sri mulyani alokasi dana fungsi pendidikan capai angka tertinggi,0,
8121,Republika,@republikaonline,efisiensi siplah berhasil menurunkan biaya pengadaan barang sekolah,0,
8122,Kompas.com,@kompascom,kemendikbudristek perubahan kebijakan mengenai seragam sekolah,0,
8123,Detik.com,@detikcom,nadiem guru penggerak kunci utama transformasi pendidikan,0,
8124,WhatsApp,Forwarded,link subsidi uang jajan liburan rp ribu klik bit ly jajan juni,1,
8125,Facebook,Viral News,dana bos juni dialokasikan membeli perlengkapan kantor gubernur,1,
8126,X (Twitter),@LeakIndo,terungkap ribuan ijazah sma tahun menggunakan blangko palsu,1,
8127,TikTok,@vlogger_edu,mulai juli libur hari sabtu minggu dihapus jenjang sekolah,1,
8128,Instagram,@cekfakta_id,video nadiem menyebut guru honorer diganti ai mulai juli,1,
8129,WhatsApp,Grup Sekolah,biaya pengambilan ijazah skhun rp ribu per siswa wajib membayar tunai,1,
8130,Facebook,Info Beasiswa,beasiswa jepang jalur libur juni pendaftaran tanpa syarat sertifikat,1,
8131,X (Twitter),@PolitikNews,dana sertifikasi guru juni macet negara membayar cicilan pesawat,1,
8132,TikTok,@news_update,bahaya mencium bau lem kertas terlalu sering dapat merusak saraf otak,1,
8133,Instagram,@faktakita,siswa ikut tour sekolah dilarang mengikuti ujian kenaikan kelas,1,
8134,WhatsApp,Forwarded,link subsidi paket buku gratis kemdikbud klik bit ly buku juni,1,
8135,Facebook,Kabar Guru,guru mengkritik pemerintah media sosial dicabut status asn,1,
8136,X (Twitter),@EduLeaks,dokumen rahasia pemerintah menghapus tunjangan anak istri guru,1,
8137,YouTube,@berita_sekolah,kemendikbud resmi hapus mata pelajaran pkn mulai tahun ajaran,1,
8138,WhatsApp,Grup RT,sekolah mengadakan panggung gembira juni didenda rp juta,1,
8139,Facebook,Viral News,dana pendidikan juni dipotong pembangunan stadion olahraga,1,
8140,X (Twitter),@LeakIndo,terungkap jutaan tablet bantuan sekolah menggunakan baterai bekas,1,
8141,TikTok,@vlogger_edu,mulai agustus jam istirahat menit siswa fokus belajar,1,
8142,Instagram,@cekfakta_id,video nadiem menyebut siswa wajib membeli laptop merek mulai juli,1,
8143,WhatsApp,Grup Guru,iuran wajib guru dana sosial pembangunan masjid dinas rp ribu,1,
8144,Facebook,Info Cepat,beasiswa inggris jalur khusus juni pendaftaran tanpa paspor asli,1,
8145,X (Twitter),@PolitikUpdate,dana rehab perpustakaan rp miliar hilang membeli mobil mewah,1,
8146,TikTok,@news_update,bahaya menggunakan penghapus cair tip ex dapat sebabkan kanker kulit,1,
8147,Instagram,@faktakita,mahasiswa kip kuliah wajib menyerahkan dana organisasi kampus,1,
8148,WhatsApp,Forwarded,link subsidi uang transportasi kuliah rp ribu klik bit ly kuliah,1,
8149,Facebook,Kabar Guru,guru mengupload minimal konten pmm diberhentikan,1,
8150,X (Twitter),@EduLeaks,dokumen rahasia kurikulum merdeka diganti kurikulum ai juli,1,
8151,YouTube,@berita_sekolah,kemendikbud resmi hapus seragam putih biru mulai semester,1,
8152,WhatsApp,Grup Sekolah,biaya administrasi pengambilan rapor rp ribu harus tunai,1,
8153,Facebook,Info Beasiswa,beasiswa australia jalur perpisahan sekolah pendaftaran tanpa ijazah,1,
8154,Kompas.com,@kompascom,hari sekolah kemendikbudristek tekankan mpls tanpa kekerasan,0,
8155,Detik.com,@detikcom,nadiem aturan seragam sekolah tahun ajaran tetap mengacu permendikbud,0,
8156,WhatsApp,Forwarded,link subsidi bantuan perlengkapan sekolah rp juta kemdikbud klik bit ly tas gratis,1,
8157,Facebook,Viral News,dana bos juli dialokasikan subsidi pemasangan panel surya rumah pejabat,1,
8158,X (Twitter),@PolitikUpdate,terungkap anggaran konsumsi rapat koordinasi ppdb nasional mencapai rp miliar,1,
8159,TikTok,@news_update,bahaya pewarna kain seragam sekolah dapat memicu alergi kronis,1,
8160,Instagram,@fakta_edu,siswa membawa bekal sayur mpls dikeluarkan sekolah,1,
8161,WhatsApp,Grup RT,pendaftaran beasiswa awal semester jalur khusus tanpa rapor klik bit ly edu juli,1,
8162,Antara News,@antaranews,kemendikbudristek distribusi buku kurikulum merdeka capai provinsi,0,
8163,CNBC Indonesia,@cnbcindonesia,sri mulyani anggaran pendidikan difokuskan tunjangan profesi guru tpg,0,
8164,Republika,@republikaonline,efisiensi sistem zonasi ppdb berhasil mengurangi kemacetan lintas sekolah,0,
8165,CNN Indonesia,@CNNIndonesia,kemendikbud pastikan kenaikan ukt mahasiswa lama semester ganjil,0,
8166,Tempo.co,@tempodotco,kemendikbudristek terbitkan panduan mpls menyenangkan edukatif,0,
8167,WhatsApp,Grup Guru,link subsidi laptop kerja guru tahap ii kemdikbud klik bit ly ltp juli,1,
8168,Facebook,Info Cepat,mulai agustus jam belajar ditambah pukul kejar ketertinggalan,1,
8169,X (Twitter),@LeakIndo,dana pendidikan juli dipotong membiayai perayaan hut ri ikn secara besar besaran,1,
8170,Kompas.com,@kompascom,kemendikbudristek sekolah dilarang mewajibkan pembelian seragam koperasi,0,
8171,Detik.com,@detikcom,audit bpk penggunaan aplikasi arkas berhasil tekan pemborosan dana bos,0,
8172,TikTok,@vlogger_edu,berita buruk mapel olahraga dihapus kurikulum mulai semester,1,
8173,Instagram,@stophoax,beasiswa thailand jalur gajah putih juli tanpa seleksi ijazah paspor,1,
8174,WhatsApp,Grup Sekolah,iuran wajib siswa biaya pengecatan ulang gerbang sekolah rp ribu,1,
8175,Facebook,Kabar Guru,guru mengunggah video kreatif mpls pmm ditunda kenaikan pangkatnya,1,
8176,X (Twitter),@EduLeaks,dokumen bocor pemerintah mewajibkan siswa membayar pajak pendidikan bulanan,1,
8177,YouTube,@berita_sekolah,kemendikbud resmi umumkan hari minggu tetap kegiatan ekskul wajib,1,
8178,Antara News,@antaranews,kemendiktisaintek masa sanggah kip kuliah jalur mandiri dibuka akhir juli,0,
8179,CNBC Indonesia,@cnbcindonesia,sri mulyani pastikan dana alokasi umum dau gaji guru pppk aman,0,
8180,Media Indonesia,@mediaindonesia,mendikbud platform merdeka mengajar kini digunakan juta guru,0,
8181,Liputan6,@liputan6dotcom,kemendikbudristek pendaftaran program pertukaran mahasiswa merdeka pmm dimulai,0,
8182,Republika,@republikaonline,efisiensi digitalisasi administrasi sekolah menghemat penggunaan kertas,0,
8183,WhatsApp,Forwarded,link subsidi uang saku awal sekolah rp ribu klik bit ly saku juli,1,
8184,Facebook,Viral News,dana bos juli macet digunakan membeli mobil dinas gubernur,1,
8185,TikTok,@news_update,bahaya menggunakan buku tulis kertas daur ulang dapat menyebabkan gatal gatal,1,
8186,Kompas.com,@kompascom,kemendikbudristek pengumuman hasil seleksi jalur mandiri ptn dilakukan serentak,0,
8187,Detik.com,@detikcom,nadiem program msib angkatan menawarkan posisi magang perusahaan startup,0,
8188,Antara News,@antaranews,pemerintah salurkan bantuan meja kursi sd wilayah tertinggal,0,
8189,CNBC Indonesia,@cnbcindonesia,sri mulyani realisasi belanja fungsi pendidikan juli mencapai rp triliun,0,
8190,Republika,@republikaonline,efisiensi anggaran katalog sektoral berhasil turunkan harga buku siswa,0,
8191,WhatsApp,Grup Guru,iuran wajib guru bingkisan penyambutan kepala dinas rp ribu,1,
8192,Facebook,Info Beasiswa,beasiswa prancis tanpa tes wawancara khusus pendaftar tanggal juli,1,
8193,X (Twitter),@PolitikNews,dana bos juli dipotong biaya renovasi kantor dinas pendidikan,1,
8194,CNN Indonesia,@CNNIndonesia,nadiem kurikulum merdeka memberi keleluasaan guru mengatur jam mengajar,0,
8195,Antara News,@antaranews,kemendikbudristek gelar workshop digital marketing siswa smk jurusan bisnis,0,
8196,Kompas.com,@kompascom,simak aturan batas usia masuk sd ppdb tahun,0,
8197,Detik.com,@detikcom,audit bpk penyaluran dana sertifikasi guru semester berjalan akurat,0,
8198,Antara News,@antaranews,pemerintah salurkan bantuan dana rehab kelas sekolah pasca libur,0,
8199,CNBC Indonesia,@cnbcindonesia,sri mulyani dana abadi pendidikan membantu inovasi energi terbarukan kampus,0,
8200,Republika,@republikaonline,efisiensi digitalisasi sertifikat pendidik pangkas jalur birokrasi pengiriman,0,
8201,WhatsApp,Grup Sekolah,biaya administrasi pengaktifan kartu absen digital rp ribu harus membayar,1,
8202,Facebook,Kabar Guru,guru sering absen rapat juli langsung diberi surat peringatan,1,
8203,X (Twitter),@LeakIndo,terungkap laptop bantuan sekolah juli produk rakitan tanpa garansi,1,
8204,Kompas.com,@kompascom,kemendikbudristek sertifikasi guru triwulan ii cair mulai minggu juli,0,
8205,Detik.com,@detikcom,nadiem makarim rapor pendidikan membantu sekolah evaluasi literasi siswa,0,
8206,Antara News,@antaranews,pemerintah bangun laboratorium ipa smp terpencil juli,0,
8207,CNBC Indonesia,@cnbcindonesia,sri mulyani alokasi dana pendidikan fokus pemerataan guru desa,0,
8208,Republika,@republikaonline,efisiensi sistem siplah berhasil menurunkan biaya pengadaan atk sekolah,0,
8209,WhatsApp,Forwarded,link subsidi uang membeli buku rp ribu klik bit ly buku juli,1,
8210,Facebook,Info Cepat,beasiswa inggris ditutup sementara kuota penuh per juli,1,
8211,X (Twitter),@EduLeaks,dokumen rahasia gaji guru pppk dibayar per jam mulai semester,1,
8212,Kompas.com,@kompascom,kemendikbudristek portal akun snpmb tutup permanen jalur mandiri,0,
8213,Detik.com,@detikcom,nadiem program kampus mengajar angkatan segera membuka pendaftaran,0,
8214,Antara News,@antaranews,kemendikbudristek beri bantuan tik sekolah dasar juli,0,
8215,CNBC Indonesia,@cnbcindonesia,sri mulyani pastikan dana pip tahap ii masuk rekening siswa akhir juli,0,
8216,Media Indonesia,@mediaindonesia,mendikbud guru harus menjadi teladan penggunaan media sosial sehat,0,
8217,Liputan6,@liputan6dotcom,kemendikbudristek sekolah dihimbau gunakan fasilitas sekolah mpls,0,
8218,Republika,@republikaonline,efisiensi katalog elektronik sektoral hemat biaya pengadaan alat praktik smk,0,
8219,WhatsApp,Grup RT,sekolah memasang dekorasi back to school didenda rp juta,1,
8220,Facebook,Viral News,dana bos juli dialirkan subsidi harga beras lingkungan dinas,1,
8221,X (Twitter),@PolitikUpdate,dana rehab perpustakaan rp miliar hilang investasi properti pribadi,1,
8222,Kompas.com,@kompascom,kemendikbudristek pendaftaran ppg prajabatan gelombang dibuka juli,0,
8223,Detik.com,@detikcom,nadiem kurikulum merdeka terbukti tingkatkan nilai literasi sekolah pilot,0,
8224,Antara News,@antaranews,pemerintah salurkan bantuan dana sarpras sekolah akhir juli,0,
8225,CNBC Indonesia,@cnbcindonesia,sri mulyani realisasi belanja fungsi pendidikan juli target,0,
8226,Republika,@republikaonline,efisiensi digitalisasi sertifikasi pangkas jalur birokrasi pendidik,0,
8227,WhatsApp,Forwarded,link subsidi uang transportasi mpls rp ribu klik bit ly mpls saku,1,
8228,Facebook,Kabar Guru,guru sering mengeluh facebook dicabut sertifikasinya per juli,1,
8229,X (Twitter),@Netizen_News,skandal dana buku perpustakaan nasional mengalir rekening,1,
8230,Kompas.com,@kompascom,nadiem makarim pendidikan vokasi menjadi tulang punggung industri hijau,0,
8231,Detik.com,@detikcom,audit bpk efisiensi pengadaan tablet siswa meningkat juli,0,
8232,Antara News,@antaranews,kemendikbudristek pangkas birokrasi laporan aplikasi arkas terintegrasi,0,
8233,CNBC Indonesia,@cnbcindonesia,sri mulyani dana abadi pendidikan membantu ribuan mahasiswa mampu,0,
8234,Republika,@republikaonline,kemendikbudristek hapus kewajiban laporan fisik guru penggerak juli,0,
8235,TikTok,@vlogger_edu,mulai agustus jam istirahat menit fokus belajar nasional,1,
8236,Instagram,@cekfakta_id,video nadiem menyebut siswa wajib membeli kamus bahasa inggris,1,
8237,WhatsApp,Grup Sekolah,biaya pengadaan foto resmi presiden rp ribu per siswa harus membayar,1,
8238,Kompas.com,@kompascom,kemendikbudristek beri beasiswa siswa berprestasi bidang seni,0,
8239,Detik.com,@detikcom,nadiem program iisma berhasil mengirim mahasiswa universitas top dunia,0,
8240,Antara News,@antaranews,pemerintah salurkan bantuan alat olahraga sekolah juli,0,
8241,CNBC Indonesia,@cnbcindonesia,sri mulyani dana abadi pendidikan mencapai nilai strategis nasional,0,
8242,Republika,@republikaonline,efisiensi sistem rapor pangkas biaya distribusi logistik daerah,0,
8243,WhatsApp,Forwarded,link subsidi paket sembako guru juli kemdikbud klik bit ly,1,
8244,Facebook,Viral News,dana bos juli dipotong biaya perbaikan jalan raya nasional,1,
8245,X (Twitter),@LeakIndo,terungkap ribuan laptop bantuan sekolah juli barang rekondisi,1,
8246,Kompas.com,@kompascom,nadiem kesejahteraan guru prioritas utama kebijakan asn,0,
8247,Detik.com,@detikcom,audit bpk penyaluran dana sertifikasi guru akurat teratur,0,
8248,Antara News,@antaranews,kemendiktisaintek mahasiswa program magang merdeka mulai onboarding,0,
8249,CNBC Indonesia,@cnbcindonesia,sri mulyani pastikan anggaran fungsi pendidikan tetap terjaga juli,0,
8250,Republika,@republikaonline,efisiensi digitalisasi sertifikat pelatihan guru hemat kertas nasional,0,
8251,TikTok,@news_update,bahaya menggunakan penghapus cair tip ex berlebihan dapat merusak otak,1,
8252,Instagram,@fakta_edu,mahasiswa kip kuliah wajib menyerahkan uang saku organisasi tertentu,1,
8253,WhatsApp,Forwarded,link subsidi uang transportasi sekolah rp ribu klik bit ly transport juli,1,
8254,Kompas.com,@kompascom,kemendikbudristek sekolah inklusif wajib sediakan fasilitas siswa abk,0,
8255,Detik.com,@detikcom,nadiem kurikulum merdeka terbukti membantu siswa mengasah minat bakat,0,
8256,Antara News,@antaranews,pemerintah salurkan bantuan dana sarpras sekolah dasar juli,0,
8257,CNBC Indonesia,@cnbcindonesia,sri mulyani dana abadi pendidikan membantu riset ketahanan pangan nasional,0,
8258,Republika,@republikaonline,efisiensi katalog elektronik sektoral berhasil hemat anggaran tik nasional,0,
8259,TikTok,@berita_sekolah,berita duka slb wilayah ditutup permanen mulai agustus,1,
8260,Instagram,@cekfakta_id,video nadiem sebut kantin sekolah boleh menjual makanan rebus tanpa gorengan,1,
8261,WhatsApp,Grup Guru,iuran wajib guru paket parsel awal semester pengawas rp ribu,1,
8262,Kompas.com,@kompascom,nadiem makarim vokasi berperan penting membangun ekonomi daerah,0,
8263,Detik.com,@detikcom,audit bpk efisiensi pengadaan alat praktik smk meningkat juli,0,
8264,Antara News,@antaranews,kemendikbudristek luncurkan panduan pencegahan kekerasan seksual nasional,0,
8265,CNBC Indonesia,@cnbcindonesia,sri mulyani reformasi birokrasi kemendikbud berhasil hemat anggaran,0,
8266,Republika,@republikaonline,efisiensi aplikasi srikandi pangkas biaya atk dinas pendidikan,0,
8267,Kompas.com,@kompascom,kemendikbudristek portal akun snpmb tutup tepat registrasi,0,
8268,Detik.com,@detikcom,nadiem transformasi digital pendidikan ri diapresiasi unesco dunia,0,
8269,Antara News,@antaranews,pemerintah salurkan paket buku cerita perpustakaan desa juli,0,
8270,CNBC Indonesia,@cnbcindonesia,sri mulyani penyerapan dana pip juli estimasi kemenkeu,0,
8271,Republika,@republikaonline,efisiensi digitalisasi database guru pangkas jalur birokrasi pensiun,0,
8272,Kompas.com,@kompascom,kemendikbudristek beri penghargaan sekolah literasi terbaik,0,
8273,Detik.com,@detikcom,nadiem inovasi pembelajaran guru meningkat komunitas belajar pmm,0,
8274,Antara News,@antaranews,pemerintah salurkan bantuan alat olahraga sekolah akhir juli,0,
8275,CNBC Indonesia,@cnbcindonesia,sri mulyani dana abadi pendidikan dukung studi mahasiswa negeri,0,
8276,Republika,@republikaonline,efisiensi digitalisasi laporan keuangan sekolah hemat anggaran kertas,0,
8277,Kompas.com,@kompascom,nadiem rapor pendidikan membantu orang tua pantau kualitas sekolah,0,
8278,Detik.com,@detikcom,audit bpk penggunaan dana bosp menunjukkan peningkatan kualitas,0,
8279,Antara News,@antaranews,kemendiktisaintek mahasiswa magang merdeka mulai onboarding proyek,0,
8280,CNBC Indonesia,@cnbcindonesia,sri mulyani dana abadi pendidikan membantu penanganan siswa putus sekolah,0,
8281,Republika,@republikaonline,efisiensi digitalisasi sertifikasi pangkas jalur birokrasi pencairan dana,0,
8282,Kompas.com,@kompascom,kemendikbudristek sekolah wajib alokasikan dana bos literasi buku,0,
8283,Detik.com,@detikcom,nadiem mahasiswa mbkm harus memiliki soft skill problem solving global,0,
8284,Antara News,@antaranews,pemerintah beri bantuan dana rehab ruang kelas sd juli,0,
8285,CNBC Indonesia,@cnbcindonesia,sri mulyani dana abadi kebudayaan inovasi seni masyarakat,0,
8286,Republika,@republikaonline,efisiensi sistem audit berhasil mempercepat verifikasi dana sekolah,0,
8287,Kompas.com,@kompascom,nadiem penggunaan dana bosp kini fleksibel operasional,0,
8288,Detik.com,@detikcom,audit bpk penyaluran dana pip akurat tepat sasaran,0,
